satellite,orbit_index,location_index,lat,lon,fire,user_request,start_utc,end_utc,duration_min
Global-19,37,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-25T18:06:00+00:00Z,2025-06-25T18:11:00+00:00Z,5.0
Global-19,52,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-26T00:40:00+00:00Z,2025-06-26T00:45:00+00:00Z,5.0
Global-19,85,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-26T17:18:00+00:00Z,2025-06-26T17:23:00+00:00Z,5.0
Global-19,86,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-26T18:58:00+00:00Z,2025-06-26T18:59:00+00:00Z,1.0
Global-19,89,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-26T23:52:00+00:00Z,2025-06-26T23:57:00+00:00Z,5.0
Global-19,90,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-27T01:30:00+00:00Z,2025-06-27T01:33:00+00:00Z,3.0
Global-19,121,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-27T16:30:00+00:00Z,2025-06-27T16:35:00+00:00Z,5.0
Global-19,122,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-27T18:09:00+00:00Z,2025-06-27T18:12:00+00:00Z,3.0
Global-19,136,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-27T23:04:00+00:00Z,2025-06-27T23:08:00+00:00Z,4.0
Global-19,137,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-28T00:41:00+00:00Z,2025-06-28T00:46:00+00:00Z,5.0
Global-19,158,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-28T15:42:00+00:00Z,2025-06-28T15:47:00+00:00Z,5.0
Global-19,159,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-28T17:20:00+00:00Z,2025-06-28T17:24:00+00:00Z,4.0
Global-19,173,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-28T22:16:00+00:00Z,2025-06-28T22:19:00+00:00Z,3.0
Global-19,174,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-28T23:53:00+00:00Z,2025-06-28T23:58:00+00:00Z,5.0
Global-19,205,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-29T14:55:00+00:00Z,2025-06-29T14:58:00+00:00Z,3.0
Global-19,205,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-29T16:31:00+00:00Z,2025-06-29T16:36:00+00:00Z,5.0
Global-19,209,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-29T21:29:00+00:00Z,2025-06-29T21:30:00+00:00Z,1.0
Global-19,209,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-29T23:04:00+00:00Z,2025-06-29T23:10:00+00:00Z,6.0
Global-19,241,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-30T15:43:00+00:00Z,2025-06-30T15:48:00+00:00Z,5.0
Global-19,256,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-30T22:16:00+00:00Z,2025-06-30T22:22:00+00:00Z,6.0
Global-19,257,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-06-30T23:56:00+00:00Z,2025-06-30T23:57:00+00:00Z,1.0
Global-19,277,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-01T14:54:00+00:00Z,2025-07-01T15:00:00+00:00Z,6.0
Global-19,278,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-01T16:34:00+00:00Z,2025-07-01T16:36:00+00:00Z,2.0
Global-19,292,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-01T21:28:00+00:00Z,2025-07-01T21:33:00+00:00Z,5.0
Global-19,293,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-01T23:06:00+00:00Z,2025-07-01T23:10:00+00:00Z,4.0
Global-19,325,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-02T14:06:00+00:00Z,2025-07-02T14:11:00+00:00Z,5.0
Global-19,326,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-02T15:44:00+00:00Z,2025-07-02T15:48:00+00:00Z,4.0
Global-19,329,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-02T20:40:00+00:00Z,2025-07-02T20:44:00+00:00Z,4.0
Global-19,330,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-02T22:17:00+00:00Z,2025-07-02T22:22:00+00:00Z,5.0
Global-19,361,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-03T13:18:00+00:00Z,2025-07-03T13:22:00+00:00Z,4.0
Global-19,362,1,-27.5351262361328,150.161970588602,411.0,UR2-2,2025-07-03T14:55:00+00:00Z,2025-07-03T15:00:00+00:00Z,5.0
